ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID,country_name,continent
110216,Daniil Eliseev,2007-12-20,RUS,,,,,,,,,,,,,,,,,,,800562166.0,Russian Federation,Asia
110217,Nikolay Eliseev,2007-12-20,RUS,,,,,,,,,,,,,,,,,,,800562167.0,Russian Federation,Asia
110218,Peter Jakub Homola,2004-11-13,SVK,,,,,,,,,,,,,,,,,,,800773738.0,Slovakia (Slovak Republic),Europe
110219,Martin Rivera,2006-10-30,CHI,,,,,,,,,,,,,,,,,,,800579970.0,"Chile, Republic of",South America
110220,Sebastian Silva,2007-07-17,CHI,,,,,,,,,,,,,,,,,,,800678589.0,"Chile, Republic of",South America
110221,Bastian Zamora,2006-09-01,CHI,,,,,,,,,,,,,,,,,,,800580774.0,"Chile, Republic of",South America
110222,Dario Ortega Ferrero,2009-07-07,ESP,,,,,,,,,,,,,,,,,,,800681024.0,"Spain, Kingdom of",Europe
110223,Samuel Garcia Hernandez,2006-06-22,ESP,,,,,,,,,,,,,,,,,,,800582362.0,"Spain, Kingdom of",Europe
110224,Lucas Marcos,2003-04-09,CHI,,,,,,,,,,,,,,,,,,,800679008.0,"Chile, Republic of",South America
110271,Louay Makke,2006-04-13,LBN,,,,,,,,,,,,,,,,,,,800644652.0,"Lebanon, Lebanese Republic",Asia
110304,Lucas Heller,2003-03-31,GER,,,,,,,,,,,,,,,,,,,800631637.0,"Germany, Federal Republic of",Europe
110305,Riccardo Ciulli,2007-01-02,ITA,,,,,,,,,,,,,,,,,,,800739070.0,"Italy, Italian Republic",Europe
110306,Mateo Jerkovic,2009-03-31,CRO,,,,,,,,,,,,,,,,,,,800681873.0,"Croatia, Republic of",Europe
110314,Jose Fernandez,2006-05-06,ARG,,,,,,,,,,,,,,,,,,,,"Argentina, Argentine Republic",South America
110315,Ian Mayew,2006-11-30,USA,,,,,,,,,,,,,,,,,,,800626250.0,United States of America,North America
110322,Alvaro Llambrich Boluda,2004-08-12,ESP,,,,,,,,,,,,,,,,,,,800505746.0,"Spain, Kingdom of",Europe
110323,Eduard Tsaturyan,2005-07-04,RUS,,,,,,,,,,,,,,,,,,,800542878.0,Russian Federation,Asia
110324,Rene Gabriel Jung,2006-05-16,GER,,,,,,,,,,,,,,,,,,,800543884.0,"Germany, Federal Republic of",Europe
110325,Mohamed Abderrahmane Lagrou,1998-04-21,MAR,,,,,,,,,,,,,,,,,,,800740040.0,"Morocco, Kingdom of",Africa
110326,Luis Gomez Cruz,1998-07-15,ESP,,,,,,,,,,,,,,,,,,,800511873.0,"Spain, Kingdom of",Europe
110327,Manuel Vieytes,2000-08-22,ARG,,,,,,,,,,,,,,,,,,,800526781.0,"Argentina, Argentine Republic",South America
110328,Daniel Jauss,2004-11-11,NAM,,,,,,,,,,,,,,,,,,,800572792.0,"Namibia, Republic of",Africa
110329,Devi Tughushi,1998-02-25,GEO,,,,,,,,,,,,,,,,,,,800773232.0,Georgia,Asia
110330,Strahinja Djukic,2007-06-16,MLT,,,,,,,,,,,,,,,,,,,800562743.0,"Malta, Republic of",Europe
110331,Mateya Stanisavljevic,2006-09-19,SRB,,,,,,,,,,,,,,,,,,,800661802.0,"Serbia, Republic of",Europe
110332,Oscar Flores,2005-02-15,CHI,,,,,,,,,,,,,,,,,,,800568230.0,"Chile, Republic of",South America
110333,Julian Valenzuela,2007-09-12,CHI,,,,,,,,,,,,,,,,,,,800678595.0,"Chile, Republic of",South America
110334,Gustavo Rodolfo Siech Arancibia,2003-03-25,CHI,,,,,,,,,,,,,,,,,,,800532871.0,"Chile, Republic of",South America
110335,Martin Egana,2006-02-14,CHI,,,,,,,,,,,,,,,,,,,800718123.0,"Chile, Republic of",South America
110336,Diego Gilbert Rivas,2004-03-11,CHI,,,,,,,,,,,,,,,,,,,800592487.0,"Chile, Republic of",South America
110337,Luis Roble Flores,2007-02-24,CHI,,,,,,,,,,,,,,,,,,,800593958.0,"Chile, Republic of",South America
110338,Loic Young,2005-11-23,CHI,,,,,,,,,,,,,,,,,,,800555479.0,"Chile, Republic of",South America
110339,Emilio Plana,1990-11-09,CHI,,,,,,,,,,,,,,,,,,,800690007.0,"Chile, Republic of",South America
110340,Jose Luis Zenteno,2006-06-27,CHI,,,,,,,,,,,,,,,,,,,800576926.0,"Chile, Republic of",South America
110341,Isaac Lhomond,2006-09-23,FRA,,,,,,,,,,,,,,,,,,,800763582.0,"France, French Republic",Europe
110342,Marius Portebois,1996-11-15,FRA,,,,,,,,,,,,,,,,,,,800725264.0,"France, French Republic",Europe
110343,Saul Pacheco Benasayag,2006-02-18,ESP,,,,,,,,,,,,,,,,,,,800557634.0,"Spain, Kingdom of",Europe
110344,Andrej Grozdanovic,2002-05-10,GER,,,,,,,,,,,,,,,,,,,800441246.0,"Germany, Federal Republic of",Europe
110345,Tom Just,2002-07-12,GER,,,,,,,,,,,,,,,,,,,800757660.0,"Germany, Federal Republic of",Europe
110346,Pablo Rojas,2001-12-28,CHI,,,,,,,,,,,,,,,,,,,800725405.0,"Chile, Republic of",South America
110347,Artem Sidorov,2007-09-19,KAZ,,,,,,,,,,,,,,,,,,,800521317.0,"Kazakhstan, Republic of",Asia
110365,Basile Ridon,2000-06-15,FRA,,,,,,,,,,,,,,,,,,,800725265.0,"France, French Republic",Europe
110368,Geoffrey Chabrol,1990-07-08,FRA,,,,,,,,,,,,,,,,,,,800784372.0,"France, French Republic",Europe
110383,Stjepan Bogdan,2006-11-01,CRO,,,,,,,,,,,,,,,,,,,800552699.0,"Croatia, Republic of",Europe
110415,Sergej Zivkovic,2006-10-16,SRB,,,,,,,,,,,,,,,,,,,800523227.0,"Serbia, Republic of",Europe
110417,Marko Jevremovic,2002-01-19,SRB,,,,,,,,,,,,,,,,,,,800541724.0,"Serbia, Republic of",Europe
110418,Ilija Zoroja,2002-08-30,SRB,,,,,,,,,,,,,,,,,,,800405857.0,"Serbia, Republic of",Europe
110450,Zaccharie Cado,2008-03-18,FRA,,,,,,,,,,,,,,,,,,,800590424.0,"France, French Republic",Europe
110451,Adrien Joyer,2007-10-10,FRA,,,,,,,,,,,,,,,,,,,800562781.0,"France, French Republic",Europe
110452,Martin Dominguez Cerdeira,2006-04-05,ESP,,,,,,,,,,,,,,,,,,,800716574.0,"Spain, Kingdom of",Europe
110453,Miguel Del Castillo Lampon,2007-10-19,ESP,,,,,,,,,,,,,,,,,,,800627022.0,"Spain, Kingdom of",Europe
110454,Gabriele Maria Piano,2005-05-29,ITA,,,,,,,,,,,,,,,,,,,800540193.0,"Italy, Italian Republic",Europe
110455,Erkut Aydin,2006-04-04,TUR,,,,,,,,,,,,,,,,,,,800537441.0,"Turkey, Republic of",Asia
110456,Kresimir Curkovic,2009-03-18,CRO,,,,,,,,,,,,,,,,,,,800660528.0,"Croatia, Republic of",Europe
110457,Luka Bruna,2006-05-09,CRO,,,,,,,,,,,,,,,,,,,800756365.0,"Croatia, Republic of",Europe
110458,Dario Mardesic,2007-03-27,CRO,,,,,,,,,,,,,,,,,,,800579262.0,"Croatia, Republic of",Europe
110459,Roko Zahirovic,2009-05-11,CRO,,,,,,,,,,,,,,,,,,,800671518.0,"Croatia, Republic of",Europe
110468,Jamie Diack,2006-03-16,GBR,,,,,,,,,,,,,,,,,,,800562173.0,United Kingdom of Great Britain & Northern Ireland,Europe
110469,Layne Gold,2004-07-08,GBR,,,,,,,,,,,,,,,,,,,800692685.0,United Kingdom of Great Britain & Northern Ireland,Europe
110470,Juan Jose Busigo Ramirez,2006-09-29,COL,,,,,,,,,,,,,,,,,,,800742564.0,"Colombia, Republic of",South America
110471,Jose Camilo Mesa,2000-06-08,COL,,,,,,,,,,,,,,,,,,,800530616.0,"Colombia, Republic of",South America
110472,Andres Felipe Quinones Salas,2006-05-31,COL,,,,,,,,,,,,,,,,,,,800721432.0,"Colombia, Republic of",South America
110473,Sebastian Alejandro Alarcon Ospina,2006-05-27,COL,,,,,,,,,,,,,,,,,,,800776222.0,"Colombia, Republic of",South America
110474,Tomas Marin,2006-07-11,COL,,,,,,,,,,,,,,,,,,,800588421.0,"Colombia, Republic of",South America
110475,Julian Borda,2005-03-27,COL,,,,,,,,,,,,,,,,,,,800783890.0,"Colombia, Republic of",South America
110477,Angel Daniel Clavijo Arias,2005-09-20,COL,,,,,,,,,,,,,,,,,,,800720199.0,"Colombia, Republic of",South America
110478,Samuel Alejandro Linde Palacios,2007-10-25,COL,,,,,,,,,,,,,,,,,,,800635084.0,"Colombia, Republic of",South America
110479,Samuel Fabian Casallas Andrade,2004-02-02,COL,,,,,,,,,,,,,,,,,,,800645731.0,"Colombia, Republic of",South America
110480,Julian Einhoff,2005-09-19,GER,,,,,,,,,,,,,,,,,,,800575390.0,"Germany, Federal Republic of",Europe
110481,Niklas Niggemann,2002-10-21,GER,,,,,,,,,,,,,,,,,,,800728025.0,"Germany, Federal Republic of",Europe
110482,Eric Drathen,2006-05-23,GER,,,,,,,,,,,,,,,,,,,800580230.0,"Germany, Federal Republic of",Europe
110483,Luke Robert Smith,2008-01-24,GER,,,,,,,,,,,,,,,,,,,800648027.0,"Germany, Federal Republic of",Europe
110484,Tim Kolod,2004-05-09,GER,,,,,,,,,,,,,,,,,,,800775785.0,"Germany, Federal Republic of",Europe
110485,Joshua Neunzig,2007-05-19,GER,,,,,,,,,,,,,,,,,,,800676078.0,"Germany, Federal Republic of",Europe
110486,Aleksa Stojcic,2005-12-09,SRB,,,,,,,,,,,,,,,,,,,800562331.0,"Serbia, Republic of",Europe
110495,Nikita Nikolenko,2007-10-12,KAZ,,,,,,,,,,,,,,,,,,,800574797.0,"Kazakhstan, Republic of",Asia
110506,Matisse Farzam,2007-02-22,USA,,,,,,,,,,,,,,,,,,,800646105.0,United States of America,North America
110507,Lachlan Gaskell,2007-06-11,USA,,,,,,,,,,,,,,,,,,,800714085.0,United States of America,North America
110508,Aldiyar Abzhan,2005-08-30,USA,,,,,,,,,,,,,,,,,,,800503692.0,United States of America,North America
110509,Karan Singh (USA),2007-10-16,USA,,,,,,,,,,,,,,,,,,,800764692.0,United States of America,North America
110519,Lennart Redling,2003-07-08,GER,,,,,,,,,,,,,,,,,,,800477646.0,"Germany, Federal Republic of",Europe
110601,Mitchell Lee,2006-01-06,USA,,,,,,,,,,,,,,,,,,,800631232.0,United States of America,North America
110615,Christian Docter,1996-11-26,USA,,,,,,,,,,,,,,,,,,,800690320.0,United States of America,North America
110617,Luis Carlos Gomez Navarro,1992-12-18,PAN,,,,,,,,,,,,,,,,,,,800774179.0,"Panama, Republic of",North America
110631,Hanu Verma,2002-01-25,IND,,,,,,,,,,,,,,,,,,,800540993.0,"India, Republic of",Asia
110632,Angel Hernandez,2005-04-30,VEN,,,,,,,,,,,,,,,,,,,800739759.0,"Venezuela, Bolivarian Republic of",South America
110637,Pablo Perez Navarro,2007-12-22,ESP,,,,,,,,,,,,,,,,,,,800576339.0,"Spain, Kingdom of",Europe
110638,Benjamin Perez Mora,2007-05-22,CHI,,,,,,,,,,,,,,,,,,,800714587.0,"Chile, Republic of",South America
110639,Ethan Isaza,2006-02-10,USA,,,,,,,,,,,,,,,,,,,800784574.0,United States of America,North America
110640,Charlie Bazil,2008-12-06,SUI,,,,,,,,,,,,,,,,,,,800603106.0,"Switzerland, Swiss Confederation",Europe
110641,Pablo Noya,2002-10-10,ESP,,,,,,,,,,,,,,,,,,,800575238.0,"Spain, Kingdom of",Europe
110642,Angel Miranda,1993-07-01,COL,,,,,,,,,,,,,,,,,,,800308101.0,"Colombia, Republic of",South America
110643,Felipe Marulanda,2008-12-15,COL,,,,,,,,,,,,,,,,,,,800785551.0,"Colombia, Republic of",South America
110644,Eric Cuevas,1997-06-05,MEX,,,,,,,,,,,,,,,,,,,800393314.0,"Mexico, United Mexican States",North America
110645,Santiago Ruiz Velasco Hermida,2000-05-04,MEX,,,,,,,,,,,,,,,,,,,800780735.0,"Mexico, United Mexican States",North America
110646,Luke Hooper,2006-01-09,GBR,,,,,,,,,,,,,,,,,,,800561232.0,United Kingdom of Great Britain & Northern Ireland,Europe
110647,Charlie Swaine,2006-10-04,GBR,,,,,,,,,,,,,,,,,,,800573420.0,United Kingdom of Great Britain & Northern Ireland,Europe
110648,Yanko Yankov,2005-09-26,BUL,,,,,,,,,,,,,,,,,,,800670645.0,"Bulgaria, Republic of",Europe
110649,Nikola Lulic,2006-10-02,SRB,,,,,,,,,,,,,,,,,,,800562058.0,"Serbia, Republic of",Europe
110650,Maciej Slusarczyk,2005-11-08,POL,,,,,,,,,,,,,,,,,,,800715728.0,"Poland, Republic of",Europe
110651,Sebastian Huggins,2004-04-30,AUS,,,,,,,,,,,,,,,,,,,800696181.0,"Australia, Commonwealth of",Oceania
110652,Bushan Haobam,2006-02-23,IND,,,,,,,,,,,,,,,,,,,800629342.0,"India, Republic of",Asia
110653,Ben Van Donselaar,2005-07-25,NED,,,,,,,,,,,,,,,,,,,800507413.0,"Netherlands, Kingdom of the",Europe
110654,Rejhan Gicic,1997-08-08,SRB,,,,,,,,,,,,,,,,,,,800783184.0,"Serbia, Republic of",Europe
110660,Lucas Castillo Sanchez,2006-03-09,COL,,,,,,,,,,,,,,,,,,,800570381.0,"Colombia, Republic of",South America
110739,Mukkesh Sabaresh Vijay Shankar,2008-03-19,IND,,,,,,,,,,,,,,,,,,,800690163.0,"India, Republic of",Asia
110769,Luis Queiroz Miguel,2009-02-26,BRA,,,,,,,,,,,,,,,,,,,800680259.0,"Brazil, Federative Republic of",South America
110770,Leon Charounzinidis,2006-05-19,GEO,,,,,,,,,,,,,,,,,,,800568356.0,Georgia,Asia
110771,Kirill Filaretov,2008-07-30,RUS,,,,,,,,,,,,,,,,,,,800572955.0,Russian Federation,Asia
110772,Arkhip Kozlov,2006-10-20,RUS,,,,,,,,,,,,,,,,,,,800568038.0,Russian Federation,Asia
110773,Damir Niyazov,2008-07-14,KAZ,,,,,,,,,,,,,,,,,,,800664363.0,"Kazakhstan, Republic of",Asia
110774,Iuliu Ispasescu,2007-05-22,ROU,,,,,,,,,,,,,,,,,,,800734428.0,Romania,Europe
110775,Mihai David Haita,2006-01-25,ROU,,,,,,,,,,,,,,,,,,,800552644.0,Romania,Europe
110776,Cezar Stefan Bentzel,2008-07-30,ROU,,,,,,,,,,,,,,,,,,,800593047.0,Romania,Europe
110777,David Dragut,2004-07-02,ROU,,,,,,,,,,,,,,,,,,,800601608.0,Romania,Europe
110778,Dmitry Suboch,2006-10-28,SLO,,,,,,,,,,,,,,,,,,,800544276.0,"Slovenia, Republic of",Europe
110779,Aleksa Mirkovic,2008-02-29,SRB,,,,,,,,,,,,,,,,,,,800591208.0,"Serbia, Republic of",Europe
110780,Petar Biletic,2009-10-25,BIH,,,,,,,,,,,,,,,,,,,800711534.0,Bosnia and Herzegovina,Europe
110781,Novak Jacimovic,2009-03-10,BIH,,,,,,,,,,,,,,,,,,,800648668.0,Bosnia and Herzegovina,Europe
110782,Ian Boloban,2008-06-29,BIH,,,,,,,,,,,,,,,,,,,800595913.0,Bosnia and Herzegovina,Europe
110783,Nebi Efe Serin,2008-09-02,TUR,,,,,,,,,,,,,,,,,,,800576178.0,"Turkey, Republic of",Asia
110784,Joao Pedro Prudencio,2007-09-25,BRA,,,,,,,,,,,,,,,,,,,800701618.0,"Brazil, Federative Republic of",South America
110785,Pedro Rodrigues Longobardi,2008-06-17,BRA,,,,,,,,,,,,,,,,,,,800780372.0,"Brazil, Federative Republic of",South America
110786,Enzo Tafarelo Vargas,2007-06-12,BRA,,,,,,,,,,,,,,,,,,,800681334.0,"Brazil, Federative Republic of",South America
110787,Lir Bar Nachum,2007-10-23,ISR,,,,,,,,,,,,,,,,,,,800639593.0,"Israel, State of",Asia
110788,Dominick Mosejczuk,2007-01-13,USA,,,,,,,,,,,,,,,,,,,800653610.0,United States of America,North America
110789,Krishang Raghuvanshi,2005-04-25,IND,,,,,,,,,,,,,,,,,,,800510452.0,"India, Republic of",Asia
110790,Jun Ji He,2007-11-10,CHN,,,,,,,,,,,,,,,,,,,800626555.0,"China, People's Republic of",Asia
110791,Marko Milosavljevic,2004-08-05,AUT,,,,,,,,,,,,,,,,,,,800485363.0,"Austria, Republic of",Europe
110792,Nemanja Marjanovic,2002-10-10,SRB,,,,,,,,,,,,,,,,,,,800487937.0,"Serbia, Republic of",Europe
110793,Thiago Manuel Pavon,2009-08-25,ARG,,,,,,,,,,,,,,,,,,,800758222.0,"Argentina, Argentine Republic",South America
110794,Estanislao Lassaga,2008-03-10,ARG,,,,,,,,,,,,,,,,,,,800716262.0,"Argentina, Argentine Republic",South America
110795,Valentin Guadagno,2006-04-14,ARG,,,,,,,,,,,,,,,,,,,800580801.0,"Argentina, Argentine Republic",South America
110796,Jordan Coudret,2003-11-22,FRA,,,,,,,,,,,,,,,,,,,800720771.0,"France, French Republic",Europe
110797,Patricio Betancourt,1994-05-12,MEX,,,,,,,,,,,,,,,,,,,800783671.0,"Mexico, United Mexican States",North America
110798,Gunnar Oliver Krite Castellanos,2007-01-25,MEX,,,,,,,,,,,,,,,,,,,800654978.0,"Mexico, United Mexican States",North America
110813,Luka Van Geel,2006-03-08,ESP,,,,,,,,,,,,,,,,,,,800537605.0,"Spain, Kingdom of",Europe
110820,Hugo Ljung,2004-08-26,SWE,,,,,,,,,,,,,,,,,,,800541012.0,"Sweden, Kingdom of",Europe
110821,Erik Gahnstrom,2006-03-10,SWE,,,,,,,,,,,,,,,,,,,800732099.0,"Sweden, Kingdom of",Europe
110822,Patrik Munkhammar,2007-06-30,SWE,,,,,,,,,,,,,,,,,,,800542667.0,"Sweden, Kingdom of",Europe
110871,Antonio Pelivan,2005-05-21,AUS,,,,,,,,,,,,,,,,,,,800733014.0,"Australia, Commonwealth of",Oceania
110893,Benjamin Chelia,2008-06-09,ARG,,,,,,,,,,,,,,,,,,,800678202.0,"Argentina, Argentine Republic",South America
110906,Valentino Conte,2004-09-10,ARG,,,,,,,,,,,,,,,,,,,800718704.0,"Argentina, Argentine Republic",South America
110926,Gustav Bucht,1978-07-25,SWE,,,,,,,,,,,,,,,,,,,800140124.0,"Sweden, Kingdom of",Europe
110931,Michael Sonola,2005-04-02,ESP,,,,,,,,,,,,,,,,,,,800715181.0,"Spain, Kingdom of",Europe
110932,Roger Ubals Pairo,2006-06-14,ESP,,,,,,,,,,,,,,,,,,,800702375.0,"Spain, Kingdom of",Europe
110933,Yuyang Chen,2005-03-21,CHN,,,,,,,,,,,,,,,,,,,800592306.0,"China, People's Republic of",Asia
110934,Yongming Zhang,2004-11-08,CHN,,,,,,,,,,,,,,,,,,,800523045.0,"China, People's Republic of",Asia
110935,Hao Yin,2007-06-28,CHN,,,,,,,,,,,,,,,,,,,800757985.0,"China, People's Republic of",Asia
110936,Tian Hao Hou,2006-02-12,CHN,,,,,,,,,,,,,,,,,,,800582745.0,"China, People's Republic of",Asia
110937,Jilong Huang,2005-11-05,CHN,,,,,,,,,,,,,,,,,,,800629497.0,"China, People's Republic of",Asia
110938,Pavle Miletic,2007-12-02,BIH,,,,,,,,,,,,,,,,,,,800672787.0,Bosnia and Herzegovina,Europe
110939,Benedikt Szerencsits,2005-11-02,AUT,,,,,,,,,,,,,,,,,,,800522153.0,"Austria, Republic of",Europe
110940,Prasad Ingale,2003-08-24,IND,,,,,,,,,,,,,,,,,,,800588336.0,"India, Republic of",Asia
110941,Yabsera Alemseged,2005-02-23,ETH,,,,,,,,,,,,,,,,,,,800736076.0,"Ethiopia, Federal Democratic Republic of",Africa
110942,Rajeshwar Reddy Patlolla,2004-12-18,IND,,,,,,,,,,,,,,,,,,,800530926.0,"India, Republic of",Asia
110943,Osman Omar Ali,2001-01-11,DJI,,,,,,,,,,,,,,,,,,,800788552.0,"Djibouti, Republic of",Africa
110944,Sarthak Gulati,2002-12-12,IND,,,,,,,,,,,,,,,,,,,800773579.0,"India, Republic of",Asia
110945,Paritosh Pawar,2002-11-06,IND,,,,,,,,,,,,,,,,,,,800710014.0,"India, Republic of",Asia
110947,David Goldsmith,1982-08-17,JAM,,,,,,,,,,,,,,,,,,,800207728.0,Jamaica,North America
110948,Duainne Miller,1991-10-28,JAM,,,,,,,,,,,,,,,,,,,800294623.0,Jamaica,North America
110949,Jonathan March,1982-01-22,JAM,,,,,,,,,,,,,,,,,,,800224026.0,Jamaica,North America
110950,Teodor Cariov,2001-08-25,USA,,,,,,,,,,,,,,,,,,,800500616.0,United States of America,North America
110951,Jaden Cephas,2004-11-22,USA,,,,,,,,,,,,,,,,,,,800714669.0,United States of America,North America
110952,Zachary Cohen,2007-02-13,USA,,,,,,,,,,,,,,,,,,,800655506.0,United States of America,North America
110953,Nemiah Fletchman,1999-08-18,GBR,,,,,,,,,,,,,,,,,,,800394017.0,United Kingdom of Great Britain & Northern Ireland,Europe
110954,Milan Ristov,2005-12-11,MNE,,,,,,,,,,,,,,,,,,,800514463.0,"Montenegro, Republic of",Europe
110955,Samuil Chestovaliev,2008-07-18,MKD,,,,,,,,,,,,,,,,,,,800596129.0,"Macedonia, The Former Yugoslav Republic of",Europe
110956,Will Cowan,2008-01-10,USA,,,,,,,,,,,,,,,,,,,800719524.0,United States of America,North America
110957,Daniel Cowan Jr,2005-04-05,USA,,,,,,,,,,,,,,,,,,,800644839.0,United States of America,North America
110958,Albert Calin,2005-03-09,GBR,,,,,,,,,,,,,,,,,,,800545033.0,United Kingdom of Great Britain & Northern Ireland,Europe
110959,David Schwarc,2005-05-12,SVK,,,,,,,,,,,,,,,,,,,800523688.0,Slovakia (Slovak Republic),Europe
110960,Marco Romano,2005-09-04,ITA,,,,,,,,,,,,,,,,,,,800514404.0,"Italy, Italian Republic",Europe
110961,Emon Bhatt,2007-05-06,IND,,,,,,,,,,,,,,,,,,,800657085.0,"India, Republic of",Asia
110962,Zaid Mashni,2006-10-01,JOR,,,,,,,,,,,,,,,,,,,800537384.0,"Jordan, Hashemite Kingdom of",Asia
110963,Yassine Khelif,2008-02-14,TUN,,,,,,,,,,,,,,,,,,,800668342.0,"Tunisia, Tunisian Republic",Africa
110964,Juan Martin Ochoa,2005-09-09,ARG,,,,,,,,,,,,,,,,,,,800626865.0,"Argentina, Argentine Republic",South America
110965,Mateo Carballo,2007-03-22,ARG,,,,,,,,,,,,,,,,,,,800659711.0,"Argentina, Argentine Republic",South America
110966,Santiago Daniel Retacco,2008-09-07,ARG,,,,,,,,,,,,,,,,,,,800677268.0,"Argentina, Argentine Republic",South America
110971,Samuel Nicholson,2002-08-20,GBR,,,,,,,,,,,,,,,,,,,800629004.0,United Kingdom of Great Britain & Northern Ireland,Europe
110972,Jack Kosiorowski,2000-10-02,USA,,,,,,,,,,,,,,,,,,,800645191.0,United States of America,North America
110973,Kabeer Kapasi,2004-08-31,USA,,,,,,,,,,,,,,,,,,,800545939.0,United States of America,North America
110974,Hugo Pierrou,2005-12-19,SWE,,,,,,,,,,,,,,,,,,,800565850.0,"Sweden, Kingdom of",Europe
110975,Alex Skoglund,2005-11-13,SWE,,,,,,,,,,,,,,,,,,,800732875.0,"Sweden, Kingdom of",Europe
110976,Carl Sjoholm,2005-03-30,SWE,,,,,,,,,,,,,,,,,,,800540767.0,"Sweden, Kingdom of",Europe
110995,Yannick Theodor Alexandrescou,2008-01-10,ROU,,,,,,,,,,,,,,,,,,,800564683.0,Romania,Europe
111036,Nikolaj Dusanic,2008-11-22,BIH,,,,,,,,,,,,,,,,,,,800674540.0,Bosnia and Herzegovina,Europe
111055,Viktor Emlund,1989-07-25,SWE,,,,,,,,,,,,,,,,,,,800707618.0,"Sweden, Kingdom of",Europe
111056,Filip Balint,2005-01-19,SWE,,,,,,,,,,,,,,,,,,,800548561.0,"Sweden, Kingdom of",Europe
111097,Ian Vertberger,2007-02-23,ARG,,,,,,,,,,,,,,,,,,,800629957.0,"Argentina, Argentine Republic",South America
111098,Tiago Ranea,2008-10-20,ARG,,,,,,,,,,,,,,,,,,,800717003.0,"Argentina, Argentine Republic",South America
111102,Agustin Libre,2007-06-28,ARG,,,,,,,,,,,,,,,,,,,800716247.0,"Argentina, Argentine Republic",South America
111110,Richard Mallory,2002-04-19,BER,,,,,,,,,,,,,,,,,,,800511020.0,Bermuda,North America
111111,Ilyas Milad Fahim,2005-09-01,MAR,,,,,,,,,,,,,,,,,,,800629488.0,"Morocco, Kingdom of",Africa
111118,Santiago Arredondo Delgado,2003-12-28,MEX,,,,,,,,,,,,,,,,,,,800549183.0,"Mexico, United Mexican States",North America
111143,Hengyu Lu,2006-08-08,CHN,,,,,,,,,,,,,,,,,,,800749084.0,"China, People's Republic of",Asia
111144,Zixuan Liu,2007-06-16,CHN,,,,,,,,,,,,,,,,,,,800750717.0,"China, People's Republic of",Asia
111145,Dawit Sheleme Musa,2007-11-24,ETH,,,,,,,,,,,,,,,,,,,800735675.0,"Ethiopia, Federal Democratic Republic of",Africa
111146,Shengda Mao,1994-01-08,CHN,,,,,,,,,,,,,,,,,,,800769017.0,"China, People's Republic of",Asia
111147,Dawit Fisha Uma,2006-02-16,ETH,,,,,,,,,,,,,,,,,,,800735677.0,"Ethiopia, Federal Democratic Republic of",Africa
111148,Erwan Colin,2005-01-14,FRA,,,,,,,,,,,,,,,,,,,800594041.0,"France, French Republic",Europe
111149,Louis Aubry,1999-05-16,FRA,,,,,,,,,,,,,,,,,,,800787329.0,"France, French Republic",Europe
111150,Hugo Ferion,1994-07-07,FRA,,,,,,,,,,,,,,,,,,,800790523.0,"France, French Republic",Europe
111151,Giacomo Checchin,2003-02-08,ITA,,,,,,,,,,,,,,,,,,,800567187.0,"Italy, Italian Republic",Europe
111152,Lukas Mandelik,2005-09-09,CZE,,,,,,,,,,,,,,,,,,,800651579.0,Czech Republic,Europe
111153,Noah Jelusic,2004-11-16,CRO,,,,,,,,,,,,,,,,,,,800590795.0,"Croatia, Republic of",Europe
111154,Matei Varbanciu,2007-02-02,ROU,,,,,,,,,,,,,,,,,,,800602271.0,Romania,Europe
111155,Francesco Cartocci,2003-10-25,ITA,,,,,,,,,,,,,,,,,,,800460093.0,"Italy, Italian Republic",Europe
111156,Pietro Briganti,2007-03-20,ITA,,,,,,,,,,,,,,,,,,,800620635.0,"Italy, Italian Republic",Europe
111157,Duccio Caciolli,2007-02-19,ITA,,,,,,,,,,,,,,,,,,,800575099.0,"Italy, Italian Republic",Europe
111158,Andrea Valli,2006-08-17,ITA,,,,,,,,,,,,,,,,,,,800713096.0,"Italy, Italian Republic",Europe
111159,Andrea Zanuccoli,2006-09-17,ITA,,,,,,,,,,,,,,,,,,,800790541.0,"Italy, Italian Republic",Europe
111160,Luka Djurdjevic,2007-05-09,BIH,,,,,,,,,,,,,,,,,,,800655085.0,Bosnia and Herzegovina,Europe
111161,Alfonso Costamagna,2000-05-26,ARG,,,,,,,,,,,,,,,,,,,800529673.0,"Argentina, Argentine Republic",South America
111162,Matias Fernandez Netri,2003-09-08,ARG,,,,,,,,,,,,,,,,,,,800533161.0,"Argentina, Argentine Republic",South America
111163,Filip Djokic,2009-06-04,SRB,,,,,,,,,,,,,,,,,,,800661500.0,"Serbia, Republic of",Europe
111164,Fatih Sisic,2006-02-26,BIH,,,,,,,,,,,,,,,,,,,800530190.0,Bosnia and Herzegovina,Europe
111165,Enzo Michel,2007-04-25,FRA,,,,,,,,,,,,,,,,,,,800567417.0,"France, French Republic",Europe
111166,William Rassat,2002-05-23,FRA,,,,,,,,,,,,,,,,,,,800557190.0,"France, French Republic",Europe
